,city,state,males,females,lat,lng,state_name,city_state,age1,age2,age3,total
2647,Lakeland,FL,7,1,28.0394654,-81.9498042,Florida,"Lakeland, Florida",1,0,7,8
2648,Lantana,FL,1,0,26.58295435,-80.05594063777559,Florida,"Lantana, Florida",0,0,1,1
2649,Largo,FL,1,0,27.9094665,-82.7873244,Florida,"Largo, Florida",0,0,1,1
2650,Lauderdale Lakes,FL,6,0,26.16839695,-80.2047222133163,Florida,"Lauderdale Lakes, Florida",0,1,5,6
2651,Lauderhill,FL,1,2,26.1403635,-80.2133808,Florida,"Lauderhill, Florida",0,0,3,3
2652,Lealman,FL,1,1,27.821136600000006,-82.67926609999998,Florida,"Lealman, Florida",0,0,2,2
2653,Lee County,FL,1,0,26.552840000000003,-81.9135579584771,Florida,"Lee County, Florida",0,0,1,1
2654,Leesburg,FL,1,0,28.7891025,-81.87269846018899,Florida,"Leesburg, Florida",0,0,1,1
2655,Lehigh Acres,FL,3,2,26.6042355,-81.65823731518141,Florida,"Lehigh Acres, Florida",0,0,5,5
2656,Levy County,FL,1,0,29.2529515,-82.8199580894927,Florida,"Levy County, Florida",0,0,1,1
2657,Liberty City,FL,1,1,25.8317637,-80.21671490000001,Florida,"Liberty City, Florida",0,0,2,2
2658,Longwood,FL,1,0,28.7007349,-81.3493978064175,Florida,"Longwood, Florida",0,0,1,1
2659,Lynn Haven,FL,1,0,30.2454776,-85.648261,Florida,"Lynn Haven, Florida",0,0,1,1
2660,Margate,FL,1,1,26.242455600000003,-80.2141414080379,Florida,"Margate, Florida",0,0,2,2
2661,Marion,FL,1,1,30.4413305,-82.946522,Florida,"Marion, Florida",0,0,2,2
2662,Mayport,FL,1,0,30.3932957,-81.43064240000002,Florida,"Mayport, Florida",0,0,1,1
2663,Melbourne,FL,7,1,28.0836269,-80.6081089,Florida,"Melbourne, Florida",0,0,8,8
2664,Merritt Island,FL,1,0,28.2714905,-80.66497696615059,Florida,"Merritt Island, Florida",0,0,1,1
2665,Miami,FL,53,9,25.7742658,-80.1936589,Florida,"Miami, Florida",2,5,49,62
2666,Miami Beach,FL,2,0,25.7881436,-80.1272705,Florida,"Miami Beach, Florida",0,0,2,2
2667,Miami Gardens,FL,14,2,25.9420978,-80.2397539620777,Florida,"Miami Gardens, Florida",1,2,13,16
2668,Miami-Dade,FL,16,1,25.7742658,-80.1936589,Florida,"Miami-Dade, Florida",1,0,16,17
2669,Miami-Dade County,FL,2,1,25.7889689,-80.2264393,Florida,"Miami-Dade County, Florida",0,0,3,3
2670,Milton,FL,1,0,30.6324149,-87.03968809999998,Florida,"Milton, Florida",0,0,1,1
2671,Miramar,FL,1,1,25.97592075,-80.3347217406541,Florida,"Miramar, Florida",0,0,2,2
2672,Mount Dora,FL,1,0,28.818808500000006,-81.6756844187741,Florida,"Mount Dora, Florida",0,0,1,1
2673,Naples,FL,3,0,26.1420358,-81.7948103,Florida,"Naples, Florida",0,0,3,3
2674,Navarre,FL,1,0,30.4015879,-86.863571,Florida,"Navarre, Florida",0,0,1,1
2675,New Port Richey,FL,1,0,28.247111,-82.71702407847529,Florida,"New Port Richey, Florida",0,0,1,1
2676,Newberry,FL,1,0,29.6463535,-82.60650229999997,Florida,"Newberry, Florida",0,0,1,1
2677,North Fort Myers,FL,1,0,26.71128665,-81.81290581352759,Florida,"North Fort Myers, Florida",0,0,1,1
2678,North Lauderdale,FL,1,0,26.217305,-80.2258811,Florida,"North Lauderdale, Florida",0,0,1,1
2679,North Port,FL,1,0,27.044224,-82.23592540000001,Florida,"North Port, Florida",0,0,1,1
2680,Oakland Park,FL,3,0,26.1802357,-80.1514141092668,Florida,"Oakland Park, Florida",0,0,3,3
2681,Ocala,FL,13,3,29.1700175,-82.1391638702577,Florida,"Ocala, Florida",1,0,15,16
2682,Ocklawaha,FL,1,0,29.0427592,-81.9292505,Florida,"Ocklawaha, Florida",0,0,1,1
2683,Opa-Locka,FL,5,0,25.89695285,-80.2595090142408,Florida,"Opa-Locka, Florida",0,0,7,5
2684,Opa-locka,FL,1,0,25.8969431,-80.25950845302641,Florida,"Opa-locka, Florida",0,0,1,1
2685,Opa-locka ,FL,1,0,25.8969431,-80.25950845302641,Florida,"Opa-locka , Florida",0,0,1,1
2686,Orange City,FL,3,1,28.9488761,-81.29867409999999,Florida,"Orange City, Florida",0,0,4,4
2687,Orange County,FL,14,3,28.51,-81.32,Florida,"Orange County, Florida",0,0,17,17
2688,Orange Park,FL,1,2,30.166073600000004,-81.706484,Florida,"Orange Park, Florida",0,1,2,3
2689,Orlando,FL,27,6,28.5421175,-81.3790462,Florida,"Orlando, Florida",0,1,32,33
2690,Overtown,FL,1,0,25.7809311,-80.1963077,Florida,"Overtown, Florida",0,0,1,1
2691,Pahokee,FL,1,1,26.820060700000006,-80.6653351,Florida,"Pahokee, Florida",0,0,2,2
2692,Palatka,FL,1,0,29.6487882,-81.63721109999999,Florida,"Palatka, Florida",0,0,1,1
2693,Palm Bay,FL,3,1,28.0331886,-80.64296949999998,Florida,"Palm Bay, Florida",0,0,4,4
2694,Palm Beach,FL,6,0,26.7056206,-80.0364297,Florida,"Palm Beach, Florida",0,0,5,6
2695,Palm Beach County,FL,3,0,26.64580255,-80.4336062511564,Florida,"Palm Beach County, Florida",0,0,3,3
2696,Palm Coast,FL,3,1,29.5541432,-81.22076729999998,Florida,"Palm Coast, Florida",0,0,4,4
2697,Palmetto Bay,FL,1,0,25.6220425,-80.32099604101491,Florida,"Palmetto Bay, Florida",0,0,1,1
2698,Panama City,FL,3,3,30.1600827,-85.6545729,Florida,"Panama City, Florida",0,0,6,6
2699,Panama City Beach,FL,3,0,30.1765914,-85.8054879,Florida,"Panama City Beach, Florida",1,0,2,3
2700,Pasco County,FL,1,0,28.32438455,-82.4253133903748,Florida,"Pasco County, Florida",0,0,0,1
2701,Pembroke Pines,FL,2,1,26.0236064,-80.3412536198487,Florida,"Pembroke Pines, Florida",0,0,3,3
2702,Pensacola,FL,6,2,30.421309,-87.2169149,Florida,"Pensacola, Florida",0,2,6,8
2703,Pensacola Beach,FL,1,0,30.3335333,-87.1374676,Florida,"Pensacola Beach, Florida",0,0,1,1
2704,Pine Hills,FL,6,0,28.5829077,-81.4618293703871,Florida,"Pine Hills, Florida",0,0,6,6
2705,Pine Manor,FL,1,0,26.5739705,-81.8781102107837,Florida,"Pine Manor, Florida",0,0,1,1
2706,Pinellas Park,FL,2,0,27.86002,-82.7043884502688,Florida,"Pinellas Park, Florida",0,0,2,2
2707,Plantation,FL,1,0,27.0643665,-82.36830710798921,Florida,"Plantation, Florida",0,0,1,1
2708,Plymouth,FL,1,0,28.692218800000006,-81.54729499999998,Florida,"Plymouth, Florida",0,0,1,1
2709,Poinciana,FL,1,0,28.1402939,-81.4584058,Florida,"Poinciana, Florida",0,0,1,1
2710,Pompano Beach,FL,6,0,26.2378597,-80.1247667,Florida,"Pompano Beach, Florida",0,0,6,6
2711,Port Charlotte,FL,2,0,26.9824735,-82.1068853736099,Florida,"Port Charlotte, Florida",0,0,1,2
2712,Port Orange,FL,1,0,29.101177000000003,-81.01054670665191,Florida,"Port Orange, Florida",0,0,1,1
2713,Port Richey,FL,1,0,28.2716755,-82.71954509999998,Florida,"Port Richey, Florida",0,0,1,1
2714,Port St. Lucie,FL,1,0,27.2939333,-80.35032829999999,Florida,"Port St. Lucie, Florida",0,0,1,1
2715,Putnam County,FL,1,0,29.582303000000003,-81.7891201973961,Florida,"Putnam County, Florida",0,0,1,1
2716,Reddick,FL,1,0,29.3666393,-82.1973184,Florida,"Reddick, Florida",0,0,1,1
2717,Riverview,FL,3,2,27.871197,-82.3269883,Florida,"Riverview, Florida",0,0,5,5
2718,Riviera Beach,FL,6,2,26.78912185,-80.060764032452,Florida,"Riviera Beach, Florida",0,0,8,8
2719,Riviera Beach ,FL,1,0,26.7885659,-80.0607779211907,Florida,"Riviera Beach , Florida",0,0,1,1
2720,Rosewood,FL,1,0,29.2391314,-82.93206409999998,Florida,"Rosewood, Florida",0,0,1,1
2721,Sanford,FL,6,0,28.8117179,-81.2680328,Florida,"Sanford, Florida",0,1,5,6
2722,Sarasota,FL,2,3,27.3364347,-82.5306527,Florida,"Sarasota, Florida",1,0,4,5
2723,Sebastian,FL,1,0,27.816415000000006,-80.4706078,Florida,"Sebastian, Florida",0,0,1,1
2724,South Daytona,FL,1,0,29.1672435,-81.0057527286582,Florida,"South Daytona, Florida",0,0,1,1
2725,South Miami,FL,1,0,25.707688,-80.2956291826463,Florida,"South Miami, Florida",0,1,0,1
2726,South Pasadena,FL,1,0,27.7550276,-82.7376009,Florida,"South Pasadena, Florida",0,0,1,1
2727,Southport,FL,1,1,30.2893655,-85.64048340000002,Florida,"Southport, Florida",0,0,2,2
2728,Spring Hill,FL,5,0,28.4837566,-82.5337887655405,Florida,"Spring Hill, Florida",1,0,4,5
2729,Springfield,FL,1,0,30.3457949,-81.65342890000002,Florida,"Springfield, Florida",0,0,1,1
2730,St Marys,FL,1,0,29.4057617,-81.1938702,Florida,"St Marys, Florida",0,0,1,1
2731,St Petersburg,FL,11,0,27.7708606,-82.67926609999998,Florida,"St Petersburg, Florida",0,0,10,11
2732,St. Augustine,FL,1,0,29.894691,-81.31451700000002,Florida,"St. Augustine, Florida",0,0,1,1
2733,St. Cloud,FL,2,0,28.2498534,-81.28390379999998,Florida,"St. Cloud, Florida",0,0,2,2
2734,St. Petersburg,FL,9,1,27.7708606,-82.67926609999998,Florida,"St. Petersburg, Florida",0,0,10,10
2735,Stonecrest,FL,1,1,27.976115000000004,-81.929911,Florida,"Stonecrest, Florida",0,0,2,2
2736,Sulphur Springs,FL,1,0,28.025296500000003,-82.4509276,Florida,"Sulphur Springs, Florida",0,0,1,1
2737,Summerfield,FL,1,1,29.0085924,-82.03480920000001,Florida,"Summerfield, Florida",0,0,2,2
2738,Sunrise,FL,1,0,26.1477307,-80.32918199298841,Florida,"Sunrise, Florida",0,0,1,1
2739,Suwannee County,FL,2,0,30.1625336,-83.01330963393609,Florida,"Suwannee County, Florida",0,0,2,2
2740,Taft,FL,2,0,28.42850805,-81.366551063798,Florida,"Taft, Florida",0,0,2,2
2741,Tallahassee,FL,5,2,30.4380832,-84.2809332,Florida,"Tallahassee, Florida",1,1,5,7
2742,Tampa,FL,23,9,27.9477595,-82.458444,Florida,"Tampa, Florida",1,0,31,32
2743,Tarpon Springs,FL,1,0,28.1480275,-82.77728239310461,Florida,"Tarpon Springs, Florida",0,0,1,1
2744,Tequesta,FL,1,1,26.96085215,-80.0891926251699,Florida,"Tequesta, Florida",0,0,2,2
2745,Titusville,FL,2,0,28.6122187,-80.8075538,Florida,"Titusville, Florida",0,0,2,2
2746,Town 'n Country,FL,1,1,28.0105745,-82.5773193,Florida,"Town 'n Country, Florida",0,0,2,2
2747,Valrico,FL,1,0,27.9487495,-82.23619951346359,Florida,"Valrico, Florida",0,0,1,1
2748,Vero Beach,FL,2,0,27.6387163,-80.39753990000001,Florida,"Vero Beach, Florida",0,0,2,2
2749,Volusia County,FL,2,0,29.0279842,-81.0754657,Florida,"Volusia County, Florida",0,0,2,2
2750,Walnut Hill,FL,1,0,30.8854631,-87.50998270000002,Florida,"Walnut Hill, Florida",0,0,1,1
2751,Warrington,FL,1,0,30.383306,-87.297666721556,Florida,"Warrington, Florida",0,1,0,1
2752,Washington County,FL,1,0,30.6101045,-85.67223154063029,Florida,"Washington County, Florida",0,0,1,1
2753,Wesley Chapel,FL,1,0,28.18651455,-82.3663866904499,Florida,"Wesley Chapel, Florida",0,0,1,1
2754,West Palm Beach,FL,15,2,26.7153425,-80.0533746,Florida,"West Palm Beach, Florida",0,1,15,17
2755,West Park,FL,1,0,25.9786264,-80.18284702986338,Florida,"West Park, Florida",0,1,0,1
2756,Westchase,FL,1,0,28.0620403,-82.6124387674414,Florida,"Westchase, Florida",0,0,1,1
2757,Wildwood,FL,1,1,28.865264,-82.0389743,Florida,"Wildwood, Florida",0,0,2,2
2758,Williston,FL,1,0,29.38747,-82.4467706,Florida,"Williston, Florida",0,0,1,1
2759,Winter Garden,FL,3,0,28.550287,-81.59259764021981,Florida,"Winter Garden, Florida",0,0,3,3
2760,Winter Garden ,FL,1,0,28.550287,-81.59259764021981,Florida,"Winter Garden , Florida",0,0,1,1
2761,Winter Park,FL,1,0,28.600154,-81.34275672413159,Florida,"Winter Park, Florida",0,0,1,1
2762,Ybor City,FL,1,0,27.9600475,-82.44115959999998,Florida,"Ybor City, Florida",0,0,1,1
2763,Broward,FL,0,1,26.057298100000004,-80.2074402,Florida,"Broward, Florida",0,0,1,1
2764,Clay County,FL,0,1,29.956068,-81.82462858488209,Florida,"Clay County, Florida",0,0,1,1
2765,Cooper City,FL,0,1,26.04722445,-80.27391179442441,Florida,"Cooper City, Florida",0,0,1,1
2766,Dania Beach,FL,0,1,26.05083015,-80.14612476252621,Florida,"Dania Beach, Florida",0,0,1,1
2767,Duette,FL,0,1,27.5903135,-82.122866,Florida,"Duette, Florida",0,0,1,1
2768,Floral City,FL,0,1,28.7207785,-82.3080582924862,Florida,"Floral City, Florida",0,0,1,1
2769,Fort Lauderdale ,FL,0,1,26.1223084,-80.14337859999998,Florida,"Fort Lauderdale , Florida",0,0,1,1
2770,Jasper,FL,0,1,30.5182727,-82.94819,Florida,"Jasper, Florida",0,0,1,1
2771,Marion County,FL,0,1,29.240728000000004,-82.02275744793059,Florida,"Marion County, Florida",0,0,1,1
2772,North Miami Beach,FL,0,1,25.9288015,-80.15281204600781,Florida,"North Miami Beach, Florida",0,0,1,1
2773,Pembroke Park,FL,0,1,25.98453385,-80.1763941591887,Florida,"Pembroke Park, Florida",0,0,1,1
2774,Rosemont,FL,0,1,28.60040885,-81.4320931106942,Florida,"Rosemont, Florida",0,0,1,1
2775,Royal Palm Beach,FL,0,1,26.70094605,-80.2234199479195,Florida,"Royal Palm Beach, Florida",0,0,1,1
2776,Tamarac,FL,0,2,26.20468505,-80.2710612057127,Florida,"Tamarac, Florida",0,0,2,2
2777,Winter Haven,FL,0,1,28.0222435,-81.7328568,Florida,"Winter Haven, Florida",0,0,1,1
2778,Appleton,WI,2,0,44.26113370000001,-88.40676040000002,Wisconsin,"Appleton, Wisconsin",0,0,2,2
2779,Beloit,WI,3,0,42.5083272,-89.031784,Wisconsin,"Beloit, Wisconsin",0,0,3,3
2780,Big Flats,WI,1,0,44.1118573,-89.8078819,Wisconsin,"Big Flats, Wisconsin",0,0,1,1
2781,Bristol,WI,1,1,42.558908,-88.0492498,Wisconsin,"Bristol, Wisconsin",0,0,2,2
2782,Dodgeville,WI,1,0,42.9602743,-90.1301237,Wisconsin,"Dodgeville, Wisconsin",0,0,1,1
2783,Elkhorn,WI,1,0,42.6727927,-88.5445447,Wisconsin,"Elkhorn, Wisconsin",0,0,1,1
2784,Fond du Lac,WI,1,0,43.777669,-88.446951,Wisconsin,"Fond du Lac, Wisconsin",0,0,1,1
2785,Gordon,WI,1,0,46.24688560000001,-91.7985218,Wisconsin,"Gordon, Wisconsin",0,0,1,1
2786,Grand Chute,WI,1,0,44.2659713,-88.4831357,Wisconsin,"Grand Chute, Wisconsin",0,0,1,1
2787,Green Bay,WI,2,0,44.5299412,-88.02483170000002,Wisconsin,"Green Bay, Wisconsin",0,0,2,2
2788,Hamburg,WI,1,0,45.0905228,-89.8851301,Wisconsin,"Hamburg, Wisconsin",0,0,1,1
2789,Hayward,WI,1,0,46.0129676,-91.4848728,Wisconsin,"Hayward, Wisconsin",0,0,1,1
2790,Howard,WI,1,0,44.5433355,-88.08801729999998,Wisconsin,"Howard, Wisconsin",0,0,1,1
2791,Janesville,WI,1,0,42.7151854,-88.9907743,Wisconsin,"Janesville, Wisconsin",0,0,1,1
2792,Juneau Co,WI,1,0,43.9452035,-90.1310036576627,Wisconsin,"Juneau Co, Wisconsin",0,0,1,1
2793,Kenosha,WI,2,1,42.5846773,-87.82122629999998,Wisconsin,"Kenosha, Wisconsin",0,0,3,3
2794,MIlwaukee,WI,1,0,43.0349931,-87.92249699999998,Wisconsin,"MIlwaukee, Wisconsin",0,0,1,1
2795,Madison,WI,4,2,43.074761,-89.3837613,Wisconsin,"Madison, Wisconsin",0,0,6,6
2796,Manitowoc,WI,1,0,44.0886059,-87.6575841,Wisconsin,"Manitowoc, Wisconsin",0,0,1,1
2797,Milwaukee,WI,91,13,43.0349931,-87.92249699999998,Wisconsin,"Milwaukee, Wisconsin",1,9,93,104
2798,Neenah,WI,1,0,44.1858193,-88.462609,Wisconsin,"Neenah, Wisconsin",0,0,1,1
2799,Neillsville,WI,1,0,44.559962,-90.5962498,Wisconsin,"Neillsville, Wisconsin",0,0,1,1
2800,Newbold,WI,1,0,45.69801010000001,-89.5101368,Wisconsin,"Newbold, Wisconsin",0,0,1,1
2801,Oneida,WI,1,0,45.6879163,-89.47795579999998,Wisconsin,"Oneida, Wisconsin",0,0,1,1
2802,Oregon,WI,1,1,42.9259657,-89.38427790000001,Wisconsin,"Oregon, Wisconsin",0,0,2,2
2803,Oshkosh,WI,1,1,44.0177132,-88.53897979999998,Wisconsin,"Oshkosh, Wisconsin",0,0,2,2
2804,Pensaukee,WI,1,0,44.823047,-87.91315870000003,Wisconsin,"Pensaukee, Wisconsin",0,0,1,1
2805,Portage,WI,1,0,44.4604931,-89.51088179999998,Wisconsin,"Portage, Wisconsin",0,0,1,1
2806,Pound,WI,2,0,45.0941494,-88.0339927,Wisconsin,"Pound, Wisconsin",0,0,2,2
2807,Racine,WI,2,1,42.7261309,-87.78285229999999,Wisconsin,"Racine, Wisconsin",0,0,3,3
2808,Sheboygan,WI,2,0,43.7508284,-87.71453000000002,Wisconsin,"Sheboygan, Wisconsin",0,0,2,2
2809,Sparta,WI,1,0,43.9441328,-90.8129118,Wisconsin,"Sparta, Wisconsin",0,0,1,1
2810,Sugar Creek,WI,1,0,42.723047,-88.469036,Wisconsin,"Sugar Creek, Wisconsin",0,0,1,1
2811,Town of Menasha,WI,1,0,44.22276779999999,-88.49137440000001,Wisconsin,"Town of Menasha, Wisconsin",0,0,1,1
2812,Waukesha County,WI,1,0,43.06225360000001,-88.3123889,Wisconsin,"Waukesha County, Wisconsin",0,0,1,1
2813,Waupun,WI,1,0,43.6333219,-88.7295519,Wisconsin,"Waupun, Wisconsin",0,0,1,1
2814,West Allis,WI,1,0,43.0166806,-88.0070315,Wisconsin,"West Allis, Wisconsin",0,0,1,1
2815,Adams County,WI,0,1,43.9451925,-89.77352304275948,Wisconsin,"Adams County, Wisconsin",0,0,1,1
2816,Black River Falls,WI,0,1,44.2946834,-90.8515311,Wisconsin,"Black River Falls, Wisconsin",0,0,1,1
2817,Ladysmith,WI,0,1,45.4630231,-91.1040358,Wisconsin,"Ladysmith, Wisconsin",0,0,1,1
2818,Ledgeview,WI,0,1,43.782401,-88.43660200000002,Wisconsin,"Ledgeview, Wisconsin",0,0,1,1
2819,Mauston,WI,0,1,43.7971946,-90.0773495,Wisconsin,"Mauston, Wisconsin",0,0,1,1
2820,Rock County,WI,0,1,42.6691512,-89.0710591096677,Wisconsin,"Rock County, Wisconsin",0,0,1,1
2821,Waukesha,WI,0,1,43.0116784,-88.2314813,Wisconsin,"Waukesha, Wisconsin",0,0,1,1
2822,Wauwatosa,WI,0,1,43.049412200000006,-88.00792709999997,Wisconsin,"Wauwatosa, Wisconsin",0,0,1,1
2823,Ardentown,DE,1,0,39.81542705,-75.4910163200517,Delaware,"Ardentown, Delaware",0,0,1,1
2824,Bear,DE,1,1,39.6292788,-75.6582628,Delaware,"Bear, Delaware",0,0,2,2
2825,Dover,DE,1,0,39.158168,-75.5243682,Delaware,"Dover, Delaware",0,0,1,1
2826,Hampstead,DE,1,0,39.451929,-75.70054702110141,Delaware,"Hampstead, Delaware",0,0,1,1
2827,Laurel,DE,1,0,38.5980535,-75.55826673882179,Delaware,"Laurel, Delaware",0,0,1,1
2828,Middletown,DE,1,0,39.44161,-75.7250471430871,Delaware,"Middletown, Delaware",0,0,1,1
2829,Milford,DE,4,0,38.9126129,-75.4279748,Delaware,"Milford, Delaware",0,0,4,4
2830,Millsboro,DE,1,0,38.5915023,-75.2913018,Delaware,"Millsboro, Delaware",0,0,1,1
2831,New Castle,DE,1,0,39.6159851,-75.66295600000002,Delaware,"New Castle, Delaware",0,0,1,1
2832,Newark,DE,1,0,39.6852191,-75.75082890000002,Delaware,"Newark, Delaware",0,1,0,1
2833,Talleyville,DE,1,1,39.8090011,-75.548813,Delaware,"Talleyville, Delaware",0,0,2,2
2834,Wilmington,DE,18,4,39.7459468,-75.546589,Delaware,"Wilmington, Delaware",0,3,19,22
2835,Wyoming,DE,1,1,39.1173355,-75.5587130100677,Delaware,"Wyoming, Delaware",0,0,2,2
2836,New Castle County,DE,0,1,39.5649955,-75.6476707397205,Delaware,"New Castle County, Delaware",0,0,1,1
2837,Asbury Park,NJ,4,0,40.2203907,-74.01208170000002,New Jersey,"Asbury Park, New Jersey",0,0,4,4
2838,Atlantic City,NJ,3,0,39.36428520000001,-74.42293509999998,New Jersey,"Atlantic City, New Jersey",0,0,3,3
2839,Atlantic County,NJ,2,0,39.5103345,-74.68299546527501,New Jersey,"Atlantic County, New Jersey",0,0,2,2
2840,Beachwood,NJ,2,0,39.939007,-74.1929188,New Jersey,"Beachwood, New Jersey",0,0,2,2
2841,Belleville,NJ,1,0,40.7937116,-74.1501438,New Jersey,"Belleville, New Jersey",0,0,1,1
2842,Bloomfield,NJ,1,0,40.806767,-74.1854226,New Jersey,"Bloomfield, New Jersey",0,0,1,1
2843,Bridgeton,NJ,2,0,39.427337,-75.2340768,New Jersey,"Bridgeton, New Jersey",0,0,2,2
2844,Burlington,NJ,1,0,39.9325409,-74.7226665,New Jersey,"Burlington, New Jersey",0,0,1,1
2845,Camden,NJ,42,4,39.9448436,-75.1198694,New Jersey,"Camden, New Jersey",0,1,45,46
2846,Carneys Point,NJ,1,0,39.710974,-75.46739113118339,New Jersey,"Carneys Point, New Jersey",0,0,1,1
2847,Clifton,NJ,1,0,40.8584328,-74.16375529999998,New Jersey,"Clifton, New Jersey",0,0,1,1
2848,Dover,NJ,1,0,40.883988,-74.56210250000002,New Jersey,"Dover, New Jersey",0,0,1,1
2849,East Orange,NJ,4,1,40.767323,-74.20486770000002,New Jersey,"East Orange, New Jersey",0,1,4,5
2850,East Rutherford,NJ,1,0,40.833989,-74.0970865,New Jersey,"East Rutherford, New Jersey",0,0,0,1
2851,Elizabeth,NJ,1,0,40.6639916,-74.2107006,New Jersey,"Elizabeth, New Jersey",0,0,1,1
2852,Ewing,NJ,1,0,40.2698302,-74.7998848,New Jersey,"Ewing, New Jersey",0,0,1,1
2853,Fairfield,NJ,1,0,40.2053903,-74.2137551,New Jersey,"Fairfield, New Jersey",0,0,1,1
2854,Flemington,NJ,1,0,40.5123258,-74.85933179999998,New Jersey,"Flemington, New Jersey",0,0,1,1
2855,Galloway,NJ,1,0,39.4916874,-74.50355405829279,New Jersey,"Galloway, New Jersey",0,0,1,1
2856,Gloucester,NJ,1,1,39.8025,-75.04472220000002,New Jersey,"Gloucester, New Jersey",0,0,2,2
2857,Gloucester Township,NJ,1,0,39.7893,-75.04764215825618,New Jersey,"Gloucester Township, New Jersey",0,0,1,1
2858,Hamilton,NJ,1,0,40.50621500000001,-74.6201578,New Jersey,"Hamilton, New Jersey",0,0,1,1
2859,Irvington,NJ,12,0,40.7323235,-74.2348684,New Jersey,"Irvington, New Jersey",0,0,12,12
2860,Jersey City,NJ,16,0,40.7281575,-74.0776417,New Jersey,"Jersey City, New Jersey",1,0,15,16
2861,Kinnelon,NJ,1,1,41.0017644,-74.36709599999998,New Jersey,"Kinnelon, New Jersey",0,0,2,2
2862,Lacey Township,NJ,1,0,39.868223,-74.293966405056,New Jersey,"Lacey Township, New Jersey",0,0,1,1
2863,Lakewood,NJ,2,0,40.091935,-74.2121987118811,New Jersey,"Lakewood, New Jersey",0,0,2,2
2864,Lindenwold,NJ,1,0,39.8181245,-74.9799632702931,New Jersey,"Lindenwold, New Jersey",0,0,1,1
2865,Long Branch,NJ,1,0,40.3042778,-73.99235959999999,New Jersey,"Long Branch, New Jersey",0,0,1,1
2866,Magnolia,NJ,1,1,39.8545581,-75.03905909999997,New Jersey,"Magnolia, New Jersey",0,0,2,2
2867,Millburn,NJ,1,0,40.7248234,-74.3040373,New Jersey,"Millburn, New Jersey",0,0,1,1
2868,Montclair,NJ,1,1,40.82593320000001,-74.20903440000002,New Jersey,"Montclair, New Jersey",0,0,2,2
2869,Montgomery,NJ,1,1,40.4784376,-74.753773,New Jersey,"Montgomery, New Jersey",0,0,2,2
2870,New Brunswick,NJ,1,0,40.4862174,-74.4518173,New Jersey,"New Brunswick, New Jersey",0,0,1,1
2871,New Milford,NJ,1,0,40.9350986,-74.0190281,New Jersey,"New Milford, New Jersey",0,0,1,1
2872,Newark,NJ,73,5,40.735657,-74.1723667,New Jersey,"Newark, New Jersey",0,5,73,78
2873,Orange,NJ,4,0,40.77065620000001,-74.2326463,New Jersey,"Orange, New Jersey",0,0,4,4
2874,Paramus,NJ,2,0,40.9445428,-74.0754189,New Jersey,"Paramus, New Jersey",0,0,2,2
2875,Parsippany,NJ,1,1,40.8578772,-74.42598659999999,New Jersey,"Parsippany, New Jersey",0,0,2,2
2876,Passiac,NJ,1,0,40.8567662,-74.12847640000003,New Jersey,"Passiac, New Jersey",0,0,1,1
2877,Paterson,NJ,4,2,40.9167654,-74.171811,New Jersey,"Paterson, New Jersey",0,1,5,6
2878,Patterson,NJ,4,0,40.8139896,-73.92347029999998,New Jersey,"Patterson, New Jersey",0,1,2,4
2879,Pemberton Twp,NJ,1,0,39.9548175,-74.5932209495617,New Jersey,"Pemberton Twp, New Jersey",0,0,1,1
2880,Pennsauken,NJ,1,1,39.9562238,-75.0579502,New Jersey,"Pennsauken, New Jersey",0,0,2,2
2881,Perth Amboy,NJ,1,0,40.5067723,-74.2654234,New Jersey,"Perth Amboy, New Jersey",0,0,1,1
2882,Plainfield,NJ,2,0,40.6337136,-74.40737370000002,New Jersey,"Plainfield, New Jersey",0,0,2,2
2883,Point Pleasant Beach,NJ,1,0,40.0916569,-74.048052,New Jersey,"Point Pleasant Beach, New Jersey",0,0,1,1
2884,Quinton,NJ,1,0,39.5459466,-75.4124178,New Jersey,"Quinton, New Jersey",0,0,1,1
2885,Rahway,NJ,1,0,40.6081591,-74.2776468,New Jersey,"Rahway, New Jersey",0,0,1,1
2886,Salem,NJ,1,0,39.5980987,-75.34882009999998,New Jersey,"Salem, New Jersey",0,0,1,1
2887,Somerset,NJ,1,0,40.5675084,-74.61895559999998,New Jersey,"Somerset, New Jersey",0,0,1,1
2888,South Brunswick,NJ,1,0,40.384923,-74.5204753018018,New Jersey,"South Brunswick, New Jersey",0,0,1,1
2889,South River,NJ,1,0,40.446495,-74.38598309999998,New Jersey,"South River, New Jersey",0,0,1,1
2890,Toms River,NJ,1,0,39.999917,-74.1840221615951,New Jersey,"Toms River, New Jersey",1,0,0,1
2891,Trenton,NJ,33,1,40.2170575,-74.7429463,New Jersey,"Trenton, New Jersey",0,2,31,34
2892,West New York,NJ,1,1,40.7878788,-74.0143064,New Jersey,"West New York, New Jersey",0,0,2,2
2893,Woodbridge,NJ,1,1,40.554319,-74.2860154696457,New Jersey,"Woodbridge, New Jersey",0,0,2,2
2894,Woodbury,NJ,1,0,39.8381691,-75.15267740000002,New Jersey,"Woodbury, New Jersey",0,0,1,1
2895,Burlington County,NJ,0,1,39.862536,-74.6812730607175,New Jersey,"Burlington County, New Jersey",0,0,1,1
2896,Kearny,NJ,0,1,40.7684342,-74.1454214,New Jersey,"Kearny, New Jersey",0,1,0,1
